brand,category_l1,category_l2,category_l3,gl_account,amount,year_month
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_위탁보육료,1614000,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_직원구매,-4830920,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_총무지원,3687265,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_부서,복리후생비_부서,5851866,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_직원식대,14532400,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회식대,4808895,202510
Discovery,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회의비,5380542,202510
Discovery,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_주차비,94250,202510
Discovery,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량보조,9334000,202510
Discovery,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량유지,330000,202510
Discovery,기타영업비,복리비/차량/핸드폰,통신비_휴대폰지원,통신비_휴대폰지원,4593990,202510
Discovery,기타영업비,수선비,수선비_기타,수선비_기타,7071000,202510
Discovery,기타영업비,여비교통비,여비교통비_국내출장비,여비교통비_국내출장비,5680474,202510
Discovery,기타영업비,여비교통비,여비교통비_시내교통비,여비교통비_시내교통비,4274960,202510
Discovery,기타영업비,여비교통비,여비교통비_해외출장비,여비교통비_해외출장비,31415942,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_마네킨사용외,소모품비_마네킨사용외,36351193,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_사은품사용,소모품비_사은품사용,17921748,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용,소모품비_쇼핑백사용,2541848,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),기타매출_저장품,-110394091,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),매출원가_기타_저장품,136469133,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_옷걸이사용,소모품비_옷걸이사용,1302500,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_유니폼사용,소모품비_유니폼사용,2742797,202510
Discovery,기타영업비,저장품사용(쇼핑백/사은품),소모품비_유니폼사용_재고대체,소모품비_유니폼사용_재고대체,6993691,202510
Discovery,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_국내,7175285,202510
Discovery,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_해외,4681070,202510
Discovery,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대,58351445,202510
Discovery,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대_재고대체,1316747,202510
Discovery,인건비,인건비,급료와 임금,급료와임금,606395182,202510
Discovery,인건비,인건비,급료와 임금,제수당,316359420,202510
Discovery,인건비,인건비,복리후생비_의료/건강,복리후생비_고용보험,6608335,202510
Discovery,인건비,인건비,복리후생비_의료/건강,복리후생비_산재보험,4383406,202510
Discovery,인건비,인건비,복리후생비_의료/건강,복리후생비_의료보험,30628620,202510
Discovery,인건비,인건비,세금과공과_국민연금,세금과공과_국민연금,30220950,202510
Discovery,인건비,인건비,잡급,잡급,8469992,202510
Discovery,인건비,인건비,퇴직급여,퇴직급여충당금전입액,96783002,202510
Discovery,자가임차료(사옥),자가임차료(사옥),자가임차료,지급임차료_자가임차료,196244000,202510
Discovery,지급수수료,지급수수료,지급수수료_IT사용료,지급수수료_IT사용료,18027703,202510
Discovery,지급수수료,지급수수료,지급수수료_건물유지보수비,지급수수료_건물유지보수비,500000,202510
Discovery,지급수수료,지급수수료,지급수수료_공사비,지급수수료_공사비,1032000,202510
Discovery,지급수수료,지급수수료,지급수수료_기타,지급수수료_기타,34701461,202510
Discovery,지급수수료,지급수수료,지급수수료_기타,지급수수료_수출입관련,5619841,202510
Discovery,지급수수료,지급수수료,지급수수료_기타,지급수수료_지급용역비,43320697,202510
Discovery,지급수수료,지급수수료,지급수수료_기타,지급수수료_폐기물처리,800000,202510
Discovery,지급수수료,지급수수료,지급수수료_리스료(차량),지급수수료_렌탈료(차량),3575000,202510
Discovery,지급수수료,지급수수료,지급수수료_리스료(차량제외),지급수수료_렌탈료(차량제외),1040313,202510
Discovery,지급수수료,지급수수료,지급수수료_보안,지급수수료_보안,1749500,202510
Discovery,지급수수료,지급수수료,지급수수료_인사채용,지급수수료_인사채용,13000000,202510
Discovery,지급수수료,지급수수료,지급수수료_퀵서비스,지급수수료_퀵서비스,2409000,202510
Discovery,지급수수료,지급수수료_기타,지급수수료_물류용역비,지급수수료_물류용역비,8200832,202510
Discovery,지급수수료,지급수수료_기타,지급수수료_물류운송비,지급수수료_물류운송비,1048887,202510
Duvetica,VMD/ 매장보수대,VMD/ 매장보수대,소모품비_VMD소모품,소모품비_VMD소모품,19849300,202510
Duvetica,VMD/ 매장보수대,VMD/ 매장보수대,지급수수료_매장보수대,지급수수료_매장보수대,519000,202510
Duvetica,광고선전비,광고선전비,(E-BIZ)광고선전비_매체광고,(E-BIZ)광고선전비_매체광고,909931,202510
Duvetica,광고선전비,광고선전비,(E-BIZ)광고선전비_촬영/기타,(E-BIZ)광고선전비_촬영/기타,24389382,202510
Duvetica,광고선전비,광고선전비,광고선전비_PR/홍보,광고선전비_PR/홍보,4500000,202510
Duvetica,광고선전비,광고선전비,광고선전비_기타,광고선전비_기타,6024000,202510
Duvetica,광고선전비,광고선전비,광고선전비_기타,광고선전비_물류_재고대체,5389824,202510
Duvetica,광고선전비,광고선전비,광고선전비_매체집행_온라인,광고선전비_매체집행_온라인,169121202,202510
Duvetica,광고선전비,광고선전비,광고선전비_모델료,광고선전비_모델료,67391304,202510
Duvetica,광고선전비,광고선전비,광고선전비_이벤트/행사,광고선전비_이벤트/행사,30000000,202510
Duvetica,광고선전비,광고선전비,광고선전비_콘텐츠제작,광고선전비_콘텐츠제작,8000000,202510
Duvetica,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_물류,2629727,202510
Duvetica,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_협찬/제휴,75776500,202510
Duvetica,기타영업비,감가상각비(매장외),감가상각비_일반,감가상각비_공기구비품,5632893,202510
Duvetica,기타영업비,감가상각비(매장외),무형자산상각비,감가상각비_소프트웨어,5043117,202510
Duvetica,기타영업비,기타비용,보험료,보험료_보증보험료,4586,202510
Duvetica,기타영업비,기타비용,소모품비_MRO(사무용품),소모품비_MRO(사무용품),442414,202510
Duvetica,기타영업비,기타비용,소모품비_MRO(전산소모품),소모품비_MRO(전산소모품),43445,202510
Duvetica,기타영업비,기타비용,소모품비_OPP,소모품비_OPP,2620000,202510
Duvetica,기타영업비,기타비용,소모품비_기타,소모품비_부서,1911364,202510
Duvetica,기타영업비,기타비용,소모품비_사무용품,소모품비_사무용품,75850,202510
Duvetica,기타영업비,기타비용,소모품비_전산소모품,소모품비_전산소모품,1533098,202510
Duvetica,기타영업비,기타비용,지급임차료_기타,지급임차료_창고,770000,202510
Duvetica,기타영업비,기타비용,통신비_비즈크로샷,통신비_CRM,1722449,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_MRO,복리후생비_MRO,343283,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_위탁보육료,410000,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_직원구매,-491300,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_총무지원,1400000,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_부서,복리후생비_부서,1277600,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_직원식대,2362500,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회식대,1677261,202510
Duvetica,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회의비,1237260,202510
Duvetica,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량보조,1317000,202510
Duvetica,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량유지,220000,202510
Duvetica,기타영업비,복리비/차량/핸드폰,통신비_휴대폰지원,통신비_휴대폰지원,799920,202510
Duvetica,기타영업비,수선비,수선비_기타,수선비_기타,53000,202510
Duvetica,기타영업비,여비교통비,여비교통비_국내출장비,여비교통비_국내출장비,62000,202510
Duvetica,기타영업비,여비교통비,여비교통비_시내교통비,여비교통비_시내교통비,1807400,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_마네킨사용외,소모품비_마네킨사용외,14592,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_사은품사용,소모품비_사은품사용,-13314418,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용,소모품비_쇼핑백사용,13259046,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),기타매출_저장품,-15043750,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),매출원가_기타_저장품,30087500,202510
Duvetica,기타영업비,저장품사용(쇼핑백/사은품),소모품비_옷걸이사용,소모품비_옷걸이사용,596300,202510
Duvetica,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_국내,4702872,202510
Duvetica,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_해외,145962,202510
Duvetica,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대,1377491,202510
Duvetica,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대_재고대체,1463881,202510
Duvetica,인건비,인건비,급료와 임금,급료와임금,109707774,202510
Duvetica,인건비,인건비,급료와 임금,제수당,97456430,202510
Duvetica,인건비,인건비,복리후생비_의료/건강,복리후생비_고용보험,1543821,202510
Duvetica,인건비,인건비,복리후생비_의료/건강,복리후생비_산재보험,1024038,202510
Duvetica,인건비,인건비,복리후생비_의료/건강,복리후생비_의료보험,5866020,202510
Duvetica,인건비,인건비,세금과공과_국민연금,세금과공과_국민연금,4183960,202510
Duvetica,인건비,인건비,잡급,잡급,9445935,202510
Duvetica,인건비,인건비,퇴직급여,퇴직급여충당금전입액,17107307,202510
Duvetica,자가임차료(사옥),자가임차료(사옥),자가임차료,지급임차료_자가임차료,103299000,202510
Duvetica,지급수수료,지급수수료,지급수수료_IT사용료,지급수수료_IT사용료,3228116,202510
Duvetica,지급수수료,지급수수료,지급수수료_교육훈련,지급수수료_교육훈련,181818,202510
Duvetica,지급수수료,지급수수료,지급수수료_기타,지급수수료_기타,1769178,202510
Duvetica,지급수수료,지급수수료,지급수수료_기타,지급수수료_지급용역비,10417680,202510
Duvetica,지급수수료,지급수수료,지급수수료_리스료(차량),지급수수료_렌탈료(차량),1155000,202510
Duvetica,지급수수료,지급수수료,지급수수료_리스료(차량제외),지급수수료_렌탈료(차량제외),328711,202510
Duvetica,지급수수료,지급수수료,지급수수료_온라인몰운영비,지급수수료_온라인몰운영비,8100000,202510
Duvetica,지급수수료,지급수수료,지급수수료_재고조사,지급수수료_재고조사,278500,202510
Duvetica,지급수수료,지급수수료,지급수수료_퀵서비스,지급수수료_퀵서비스,1426000,202510
Duvetica,지급수수료,지급수수료_기타,지급수수료_물류운송비,지급수수료_물류운송비,42840,202510
MLB,VMD/ 매장보수대,VMD/ 매장보수대,소모품비_VMD소모품,소모품비_VMD소모품,6130287,202510
MLB,VMD/ 매장보수대,VMD/ 매장보수대,지급수수료_매장보수대,지급수수료_매장보수대,23004326,202510
MLB,광고선전비,광고선전비,(E-BIZ)광고선전비_매체광고,(E-BIZ)광고선전비_매체광고,23873788,202510
MLB,광고선전비,광고선전비,(E-BIZ)광고선전비_촬영/기타,(E-BIZ)광고선전비_촬영/기타,80899356,202510
MLB,광고선전비,광고선전비,광고선전비_PR/홍보,광고선전비_PR/홍보,7000000,202510
MLB,광고선전비,광고선전비,광고선전비_기타,광고선전비_기타,2829856,202510
MLB,광고선전비,광고선전비,광고선전비_기타,광고선전비_물류_재고대체,5421314,202510
MLB,광고선전비,광고선전비,광고선전비_매체집행_온라인,광고선전비_매체집행_온라인,526355161,202510
MLB,광고선전비,광고선전비,광고선전비_모델료,광고선전비_모델료,127747253,202510
MLB,광고선전비,광고선전비,광고선전비_이벤트/행사,광고선전비_이벤트/행사,11867295,202510
MLB,광고선전비,광고선전비,광고선전비_콘텐츠제작,광고선전비_콘텐츠제작,48872721,202510
MLB,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_물류,2808823,202510
MLB,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_협찬/제휴,60208000,202510
MLB,기타영업비,감가상각비(매장외),감가상각비_일반,감가상각비_공기구비품,118488995,202510
MLB,기타영업비,감가상각비(매장외),무형자산상각비,감가상각비_기타의무형자산,23750000,202510
MLB,기타영업비,감가상각비(매장외),무형자산상각비,감가상각비_상표권,130042,202510
MLB,기타영업비,감가상각비(매장외),무형자산상각비,감가상각비_소프트웨어,2369400,202510
MLB,기타영업비,기타비용,보험료,보험료_보증보험료,34780,202510
MLB,기타영업비,기타비용,보험료,보험료_화재보험료,1673318,202510
MLB,기타영업비,기타비용,소모품비_MRO(사무용품),소모품비_MRO(사무용품),3793775,202510
MLB,기타영업비,기타비용,소모품비_MRO(전산소모품),소모품비_MRO(전산소모품),1959138,202510
MLB,기타영업비,기타비용,소모품비_OPP,소모품비_OPP,7536000,202510
MLB,기타영업비,기타비용,소모품비_기타,소모품비_기타,3628000,202510
MLB,기타영업비,기타비용,소모품비_기타,소모품비_부서,544800,202510
MLB,기타영업비,기타비용,소모품비_사무용가구,소모품비_사무용가구,141900,202510
MLB,기타영업비,기타비용,소모품비_사무용품,소모품비_사무용품,100909,202510
MLB,기타영업비,기타비용,소모품비_전산소모품,소모품비_전산소모품,10903894,202510
MLB,기타영업비,기타비용,수도광열비,수도광열비,10049289,202510
MLB,기타영업비,기타비용,접대비,접대비_경조사비,700000,202510
MLB,기타영업비,기타비용,지급임차료_기타,지급임차료_사무실,6287900,202510
MLB,기타영업비,기타비용,지급임차료_기타,지급임차료_주차장,584000,202510
MLB,기타영업비,기타비용,지급임차료_기타,지급임차료_창고,9244677,202510
MLB,기타영업비,기타비용,통신비_기타,통신비_웹하드사용료,13000,202510
MLB,기타영업비,기타비용,통신비_비즈크로샷,통신비_CRM,9590055,202510
MLB,기타영업비,기타비용,통신비_우편료,통신비_우편료,156040,202510
MLB,기타영업비,기타비용,통신비_전화사용료,통신비_전화사용료,775963,202510
MLB,기타영업비,기타비용,통신비_해외로밍,통신비_해외로밍,153084,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_MRO,복리후생비_MRO,3820596,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_경조사비,복리후생비_경조사비,360000,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_근속지원,복리후생비_근속지원,-600000,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_기타_재고대체,261324,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_위탁보육료,3025000,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_직원구매,-6427070,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_총무지원,3482977,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_현물,163650,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_부서,복리후생비_부서,4220862,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_직원식대,17393900,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회식대,4017616,202510
MLB,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회의비,4490918,202510
MLB,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_주차비,141200,202510
MLB,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량보조,11674000,202510
MLB,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량유지,594000,202510
MLB,기타영업비,복리비/차량/핸드폰,통신비_휴대폰지원,통신비_휴대폰지원,5567290,202510
MLB,기타영업비,수선비,수선비_기타,수선비_기타,2043000,202510
MLB,기타영업비,여비교통비,여비교통비_국내출장비,여비교통비_국내출장비,584183,202510
MLB,기타영업비,여비교통비,여비교통비_시내교통비,여비교통비_시내교통비,3225940,202510
MLB,기타영업비,여비교통비,여비교통비_해외출장비,여비교통비_해외출장비,8407311,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_마네킨사용외,소모품비_마네킨사용외,35808348,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_사은품사용,소모품비_사은품사용,43554520,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용,소모품비_쇼핑백사용,7983100,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),기타매출_저장품,-79417093,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_쇼핑백사용(조정값),매출원가_기타_저장품,121643049,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_유니폼사용,소모품비_유니폼사용,11851564,202510
MLB,기타영업비,저장품사용(쇼핑백/사은품),소모품비_유니폼사용_재고대체,소모품비_유니폼사용_재고대체,23081314,202510
MLB,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_국내,6624029,202510
MLB,샘플대(제작/구입),샘플대(제작/구입),샘플구입대,샘플구입대_해외,1242276,202510
MLB,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대,60019001,202510
MLB,샘플대(제작/구입),샘플대(제작/구입),소모품비_샘플대,소모품비_샘플대_재고대체,130949,202510
MLB,인건비,인건비,급료와 임금,급료와임금,613641712,202510
MLB,인건비,인건비,급료와 임금,제수당,1028454764,202510
MLB,인건비,인건비,복리후생비_의료/건강,복리후생비_고용보험,12019726,202510
MLB,인건비,인건비,복리후생비_의료/건강,복리후생비_산재보험,7972866,202510
MLB,인건비,인건비,복리후생비_의료/건강,복리후생비_의료보험,31147850,202510
MLB,인건비,인건비,세금과공과_국민연금,세금과공과_국민연금,30619710,202510
MLB,인건비,인건비,잡급,잡급,19457585,202510
MLB,인건비,인건비,퇴직급여,퇴직급여충당금전입액,99705899,202510
MLB,자가임차료(사옥),자가임차료(사옥),자가임차료,지급임차료_자가임차료,280068000,202510
MLB,지급수수료,지급수수료,지급수수료_IT사용료,지급수수료_IT사용료,9867636,202510
MLB,지급수수료,지급수수료,지급수수료_건물유지보수비,지급수수료_건물유지보수비,750000,202510
MLB,지급수수료,지급수수료,지급수수료_공사비,지급수수료_공사비,85984000,202510
MLB,지급수수료,지급수수료,지급수수료_기타,지급수수료_기타,8113530,202510
MLB,지급수수료,지급수수료,지급수수료_기타,지급수수료_수출입관련,22726307,202510
MLB,지급수수료,지급수수료,지급수수료_기타,지급수수료_중개수수료,38850000,202510
MLB,지급수수료,지급수수료,지급수수료_기타,지급수수료_지급용역비,28849844,202510
MLB,지급수수료,지급수수료,지급수수료_기타,지급수수료_폐기물처리,800000,202510
MLB,지급수수료,지급수수료,지급수수료_리스료(차량),지급수수료_렌탈료(차량),3959999,202510
MLB,지급수수료,지급수수료,지급수수료_리스료(차량제외),지급수수료_렌탈료(차량제외),1643556,202510
MLB,지급수수료,지급수수료,지급수수료_보안,지급수수료_보안,3109800,202510
MLB,지급수수료,지급수수료,지급수수료_퀵서비스,지급수수료_퀵서비스,2431280,202510
MLB,지급수수료,지급수수료_기타,지급수수료_물류운송비,지급수수료_물류운송비,6205067,202510
MLB KIDS,VMD/ 매장보수대,VMD/ 매장보수대,소모품비_VMD소모품,소모품비_VMD소모품,13255380,202510
MLB KIDS,VMD/ 매장보수대,VMD/ 매장보수대,지급수수료_매장보수대,지급수수료_매장보수대,8578000,202510
MLB KIDS,광고선전비,광고선전비,(E-BIZ)광고선전비_매체광고,(E-BIZ)광고선전비_매체광고,10332790,202510
MLB KIDS,광고선전비,광고선전비,(E-BIZ)광고선전비_촬영/기타,(E-BIZ)광고선전비_촬영/기타,31464910,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_PR/홍보,광고선전비_PR/홍보,4400000,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_기타,광고선전비_물류_재고대체,8920104,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_매체집행_온라인,광고선전비_매체집행_온라인,153626788,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_이벤트/행사,광고선전비_이벤트/행사,3870000,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_콘텐츠제작,광고선전비_콘텐츠제작,60576376,202510
MLB KIDS,광고선전비,광고선전비,광고선전비_협찬/제휴,광고선전비_물류,3293366,202510
MLB KIDS,기타영업비,감가상각비(매장외),감가상각비_일반,감가상각비_공기구비품,13332262,202510
MLB KIDS,기타영업비,기타비용,보험료,보험료_화재보험료,125613,202510
MLB KIDS,기타영업비,기타비용,소모품비_MRO(사무용품),소모품비_MRO(사무용품),461838,202510
MLB KIDS,기타영업비,기타비용,소모품비_MRO(전산소모품),소모품비_MRO(전산소모품),322201,202510
MLB KIDS,기타영업비,기타비용,소모품비_OPP,소모품비_OPP,2044000,202510
MLB KIDS,기타영업비,기타비용,소모품비_기타,소모품비_기타,451288,202510
MLB KIDS,기타영업비,기타비용,소모품비_기타,소모품비_부서,791800,202510
MLB KIDS,기타영업비,기타비용,소모품비_사무용품,소모품비_사무용품,140300,202510
MLB KIDS,기타영업비,기타비용,소모품비_전산소모품,소모품비_전산소모품,4158518,202510
MLB KIDS,기타영업비,기타비용,통신비_기타,통신비_웹하드사용료,35000,202510
MLB KIDS,기타영업비,기타비용,통신비_전화사용료,통신비_전화사용료,215065,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_MRO,복리후생비_MRO,514244,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_근속지원,복리후생비_근속지원,900000,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_위탁보육료,1394500,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_직원구매,-1825200,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_기타,복리후생비_총무지원,1876300,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_부서,복리후생비_부서,622086,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_직원식대,6150800,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회식대,1720789,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,복리후생비_식대,복리후생비_회의비,1089507,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,차량유지비,차량유지비_차량보조,3750000,202510
MLB KIDS,기타영업비,복리비/차량/핸드폰,통신비_휴대폰지원,통신비_휴대폰지원,2120000,202510
MLB KIDS,기타영업비,수선비,수선비_기타,수선비_기타,2215000,202510
MLB KIDS,기타영업비,여비교통비,여비교통비_국내출장비,여비교통비_국내출장비,286443,202510
MLB KIDS,기타영업비,여비교통비,여비교통비_시내교통비,여비교통비_시내교통비,712500,202510
MLB KIDS,기타영업비,저장품사용(쇼핑백/사은품),소모품비_마네킨사용외,소모품비_마네킨사용외,15600,202510
MLB KIDS,기타영업비,저장품사용(쇼핑백/사은품),소모품비_사은품사용,소모품비_사은품사용,14863750,202510
