반제/미결항목 기호,연도/월,반제전표,G/L 계정,G/L 계정 설명,전표 유형,전표 번호,개별 항목,입력일,전기일,증빙일,차변/대변지시자,전기 키,사업 영역,사업 영역 내역,현지 통화,금액(현지 통화),금액(전표 통화),전표통화,세금 코드,사업장,텍스트,고객,공급업체,거래처명,세금 번호 2,기능 영역,손익 센터,코스트 센터,코스트센터명,지정,자재,참조 키 1,참조 키 2,참조 키 3,반제일,CATEGORY_L1,CATEGORY_L2,CATEGORY_L3,연월,코스트센터타입
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,403,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,286650,286650.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_기획담당||||,,,,,1000.0,,FM0600,MLB_기획팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,404,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,1327540,1327540.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_카테고리운영팀||||,,,,,2000.0,,FM1200,MLB_카테고리운영팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,405,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,457290,457290.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_AX팀||||,,,,,1000.0,,FM2300,MLB_AX팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,406,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,1878520,1878520.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_파트너채널팀||||,,,,,2000.0,,FM1000,MLB_파트너채널팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,407,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,1386400,1386400.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_리테일채널팀||||,,,,,2000.0,,FM1700,MLB_리테일채널팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,408,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,1806140,1806140.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_용품디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,409,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,859950,859950.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_소재디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,410,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,1266150,1266150.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_그래픽디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,411,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,363550,363550.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_컬러디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,412,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,2494550,2494550.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_우븐디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,413,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,2206640,2206640.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB 디자인연구실_니트디자인팀||||,,,,,1000.0,,FM0700,MLB_디자인팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
,2025/10,,55130101,세금과공과_국민연금,K3,3200006643,414,2025-11-05,2025-10-31,2025-10-31,S,40,2100,MLB,KRW,2604360,2604360.0,KRW,VZ,1000.0,25.10월 국민연금 회사부담분 MLB_QM팀||||,,,,,1000.0,,FM1400,MLB_QM팀,4대 사회보험료,,,,,,인건비,인건비,세금과공과_국민연금,202510,부서
