brand,level,category_l1,category_l2,category_l3,current_amount,prev_amount,diff,yoy,insight
"SERGIO TACCHINI","L3","샘플대(제작/구입)","샘플대(제작/구입)","샘플구입대",893940,5653736,-4759796,-84,"ALO 샘플 구매 집중, ADIDAS 등 감소"
"SERGIO TACCHINI","L3","인건비","인건비","세금과공과_국민연금",3948590,6842290,-2893700,-42,"소싱팀 해체로 국민연금 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","기타비용","소모품비_MRO(사무용품)",354191,583169,-228978,-39,"사무용품 구입비 감소로 비용 절감"
"SERGIO TACCHINI","L3","기타영업비","기타비용","소모품비_MRO(전산소모품)",144081,251755,-107674,-43,"Sergio Tacchini 전산용품 구매로 비용 감소"
"SERGIO TACCHINI","L3","VMD/ 매장보수대","VMD/ 매장보수대","소모품비_VMD소모품",12475586,24829774,-12354188,-50,"하야트호텔 브랜딩 종료로 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_마네킨사용외",318826,151310,167516,111,"신규 매장(강남점) 오픈으로 소모품 증가"
"SERGIO TACCHINI","L3","기타영업비","기타비용","소모품비_기타",3558000,1208500,2349500,194,"사업부 회의 준비로 소모품비 증가"
"SERGIO TACCHINI","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_사은품사용",15429240,1638707,13790533,842,"신규 캠페인(2025 F/W 컬렉션) 사은품 증가"
"SERGIO TACCHINI","L3","샘플대(제작/구입)","샘플대(제작/구입)","소모품비_샘플대",8708188,75613849,-66905661,-88,"25SS 품평 종료, 26FW 샘플비 감소"
"SERGIO TACCHINI","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_쇼핑백사용",3451509,331600,3119909,941,"신규 매장 오픈(강남점)으로 쇼핑백 증가"
"SERGIO TACCHINI","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_옷걸이사용",640000,0,640000,0,"신규 매장(강남점) 오픈으로 옷걸이 구매"
"SERGIO TACCHINI","L3","기타영업비","기타비용","소모품비_전산소모품",1416802,0,1416802,0,"어도비 프로그램 구매로 비용 증가"
"SERGIO TACCHINI","L3","기타영업비","기타비용","수도광열비",793181,0,793181,0,"한남점 전기료 신규 발생으로 비용 증가"
"SERGIO TACCHINI","L3","기타영업비","수선비","수선비_기타",5000,15000,-10000,-67,"수선 건수 감소로 비용 절감"
"SERGIO TACCHINI","L3","기타영업비","여비교통비","여비교통비_시내교통비",479100,994150,-515050,-52,"한남점 라운딩 증가로 시내교통비 증가"
"SERGIO TACCHINI","L3","기타영업비","여비교통비","여비교통비_해외출장비",5527861,19936581,-14408720,-72,"유효상 유럽출장 취소로 비용 감소"
"SERGIO TACCHINI","L3","인건비","인건비","잡급",4435987,3501000,934987,27,"스타필드코엑스 행사 종료로 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","기타비용","접대비",86544,312084,-225540,-72,"신규 컬렉션(ST25FTXMT16054) 출시로 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","기타비용","접대비",228220,845050,-616830,-73,"접대비 축소로 비용 감소"
"SERGIO TACCHINI","L3","인건비","인건비","급료와 임금",60631900,87324482,-26692582,-31,"사업담당 제수당 축소로 비용 감소"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_IT사용료",3031935,2655699,376236,14,"AI 솔루션(Chat GPT) 도입으로 비용 증가"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_기타",440282,1180601,-740319,-63,"스타필드코엑스 계약 종료로 비용 감소"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_리스료(차량제외)",328711,916000,-587289,-64,"공용 복합기 전환으로 렌탈료 감소"
"SERGIO TACCHINI","L3","VMD/ 매장보수대","VMD/ 매장보수대","지급수수료_매장보수대",5292700,1450000,3842700,265,"매장 리뉴얼(율림)로 비용 증가"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_보안",1417776,192504,1225272,636,"한남점 신규오픈으로 CCTV 공사비 증가"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_기타",1313092,3173355,-1860263,-59,"26FW 샘플 부가세 증가로 비용 상승"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_온라인몰운영비",12000000,18000000,-6000000,-33,"자사몰 유지보수 비용 절감"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_인사채용",29000000,0,29000000,0,"김수현 인사채용 수수료 발생"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_재고조사",1192380,394800,797580,202,"에이지스, 북서울 계약으로 재고조사 비용 증가"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_기타",11369208,15063984,-3694776,-25,"ST영업팀VMD계약직급여 항목 제거로 비용 감소"
"SERGIO TACCHINI","L3","지급수수료","지급수수료","지급수수료_퀵서비스",436000,1959000,-1523000,-78,"퀵서비스(ST) 계약 축소로 비용 감소"
"SERGIO TACCHINI","L3","자가임차료(사옥)","자가임차료(사옥)","자가임차료",93970000,8100000,85870000,1060,"본사 건물 임차료 대폭 인상"
"SERGIO TACCHINI","L3","기타영업비","기타비용","지급임차료_기타",870400,845000,25400,3,"정산 항목 제거로 전표 단순화"
"SERGIO TACCHINI","L3","기타영업비","복리비/차량/핸드폰","차량유지비",1650000,3132000,-1482000,-47,"차량 지원금 폐지로 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","기타비용","통신비_비즈크로샷",76834,8734,68100,780,"데이터라이즈와 ST 협업으로 비용 증가"
"SERGIO TACCHINI","L3","기타영업비","기타비용","통신비_기타",132990,1502249,-1369259,-91,"ST사무실 회선료 제거로 비용 감소"
"SERGIO TACCHINI","L3","기타영업비","복리비/차량/핸드폰","통신비_휴대폰지원",520000,1200000,-680000,-57,"지원금 폐지 및 VMD팀 신설로 비용 감소"
"SERGIO TACCHINI","L3","인건비","인건비","퇴직급여",13414631,27090639,-13676008,-50,"퇴직 인원 감소로 퇴직급여 비용 감소"
