brand,level,category_l1,category_l2,category_l3,current_amount,prev_amount,diff,yoy,insight
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_MRO","1842954","4814881","-2971927","-62","사업부 사무용품/전산소모품 링코 구매 감소"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_경조사비","1980000","860000","1120000","130","임직원 경조사 발생"
"Discovery","L3","인건비","인건비","복리후생비_의료/건강","6608335","4836944","1771391","37","전년 산재보험료 환급 -37백 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_근속지원","600000","0","600000","0","김기엽 차장 5주년 기념비용 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_부서","5851866","10730746","-4878880","-45","부서 영업비&간담회 비용 감소"
"Discovery","L3","인건비","인건비","복리후생비_의료/건강","4383406","-37243877","41627283","-112","전년 산재보험료 환급 -37백 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_기타","1614000","0","1614000","0","임직원 직원 구매 감소 등"
"Discovery","L3","인건비","인건비","복리후생비_의료/건강","30628620","24651360","5977260","24","전년 산재보험료 환급 -37백 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_기타","-4830920","9004500","-13835420","-154","임직원 직원 구매 감소 등"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_식대","14532400","6638886","7893514","119","조식 & 중식대 지원(5,500원)으로 증가"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_기타","3687265","2446091","1241174","51","임직원 직원 구매 감소 등"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_식대","4808895","3797214","1011681","27","조식 & 중식대 지원(5,500원)으로 증가"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","복리후생비_식대","5380542","5882191","-501649","-9","조식 & 중식대 지원(5,500원)으로 증가"
"Discovery","L3","샘플대(제작/구입)","샘플대(제작/구입)","샘플구입대","7175285","3659454","3515831","96","중국 출장 해외 샘플 구입 증가"
"Discovery","L3","샘플대(제작/구입)","샘플대(제작/구입)","샘플구입대","4681070","0","4681070","0","중국 출장 해외 샘플 구입 증가"
"Discovery","L3","인건비","인건비","세금과공과_국민연금","30220950","23273510","6947440","30","인원증가로 인한 증가"
"Discovery","L3","기타영업비","기타비용","소모품비_MRO(사무용품)","3678154","1565266","2112888","135","사무용품 구입비_Discovery 공통 증가"
"Discovery","L3","기타영업비","기타비용","소모품비_MRO(전산소모품)","654383","2598413","-1944030","-75","전산용품 구입비 감소로 비용 절감"
"Discovery","L3","기타영업비","기타비용","소모품비_OPP","22332000","17950000","4382000","24","DX OPP 구입대 비용 증가로 인한 상승"
"Discovery","L3","VMD/ 매장보수대","VMD/ 매장보수대","소모품비_VMD소모품","9360000","11918740","-2558740","-21","WINTER VP진행, 전년 KIDS 집기 신규 제작 포함"
"Discovery","L3","기타영업비","기타비용","소모품비_기타","2720000","3010000","-290000","-10","DX 컬러로 컬러칩 구매로 비용 증가"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_마네킨사용외","36351193","83994000","-47642807","-57","매장 VMD 연출 외 저장품 출고 시점차이"
"Discovery","L3","기타영업비","기타비용","소모품비_매장소품대","1059000","836355","222645","27","명동중앙 매장소품대 신규 추가로 비용 증가"
"Discovery","L3","기타영업비","기타비용","소모품비_기타","1112200","32273","1079927","3346","메세지카드 및 자재비 항목 제거로 비용 감소"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_사은품사용","17921748","11850000","6071748","51","변우석포토카드 출고 +11백, 기타 사은품 감소"
"Discovery","L3","샘플대(제작/구입)","샘플대(제작/구입)","소모품비_샘플대","58351445","42387096","15964349","38","중국수주회 관련 원단염색비 외 소재 샘플대 증가"
"Discovery","L3","샘플대(제작/구입)","샘플대(제작/구입)","소모품비_샘플대","1316747","759476","557271","73","중국수주회 관련 원단염색비 외 소재 샘플대 증가"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_쇼핑백사용","2541848","2999601","-457753","-15","신규 매장(명동중앙, 강남사옥) 오픈으로 쇼핑백 사용 증가"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_옷걸이사용","1302500","0","1302500","0","신규 매장(명동중앙, 강남사옥) 오픈으로 옷걸이 사용 증가 구매"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_유니폼사용","2742797","1605166","1137631","71","매장 유니폼 출고 VAT"
"Discovery","L3","기타영업비","저장품사용(쇼핑백/사은품)","소모품비_유니폼사용_재고대체","6993691","3726118","3267573","88","매장 유니폼 출고"
"Discovery","L3","기타영업비","기타비용","소모품비_전산소모품","6743063","379740","6363323","1676","DISCOVERY 사업부 어도비 프로그램 확대"
"Discovery","L3","기타영업비","기타비용","수도광열비","11380798","10256152","1124646","11","명동점 신규 오픈으로 전기요금 증가"
"Discovery","L3","기타영업비","수선비","수선비_기타","7071000","60540000","-53469000","-88","대리점 수선비 마감으로 비용 감소"
"Discovery","L3","기타영업비","여비교통비","여비교통비_국내출장비","5680474","7400456","-1719982","-23","부산 출장 감소로 비용 절감"
"Discovery","L3","기타영업비","여비교통비","여비교통비_시내교통비","4274960","5064560","-789600","-16","임직원 야근교통비 및 외근비 감소"
"Discovery","L3","기타영업비","여비교통비","여비교통비_해외출장비","31415942","250659","31165283","12433","VMD 홍콩/중국 매장 오픈 지원, 중국 출장 (기획, 용품, 디자인, 소재, 슈즈), 생산점검(QM,소싱) 미얀마, 인도네시아, 베트남"
"Discovery","L3","인건비","인건비","잡급","8469992","13325563","-4855571","-36","인턴 2명 운영기획팀, 마케팅팀, 아르바이트 2명: 소싱팀, 디자인팀 (전년 소재팀 인턴 1명 추가, 디자인 아르바이트 1명 추가)"
"Discovery","L3","기타영업비","기타비용","접대비","500000","1200000","-700000","-58","접대비 현물출고"
"Discovery","L3","기타영업비","기타비용","접대비","131092","-610492","741584","-121","접대비 현물출고"
"Discovery","L3","기타영업비","기타비용","접대비","327420","-1053680","1381100","-131","접대비 현물출고"
"Discovery","L3","인건비","인건비","급료와 임금","316359420","330335169","-13975749","-4","글로벌 강화 인원 증가 115백, SS인센티브 지급 30%->19%-53백"
"Discovery","L3","지급수수료","지급수수료","지급수수료_IT사용료","18027703","9251854","8775849","95","AI 솔루션 도입(상품 이미지 자동화) 증가"
"Discovery","L3","지급수수료","지급수수료","지급수수료_건물유지보수비","500000","220000","280000","127","DX명동중앙 전기안전관리 대행료 추가"
"Discovery","L3","지급수수료","지급수수료","지급수수료_공사비","1032000","0","1032000","0","DX QC룸 조명 설치로 신규 비용 발생"
"Discovery","L3","지급수수료","지급수수료","지급수수료_기타","34701461","42770627","-8069166","-19","전년 디스커버리 중국/대만 수출용 택/라벨 재작업비용 11백 포함"
"Discovery","L3","지급수수료","지급수수료","지급수수료_리스료(차량)","3575000","3575000","0","0","DISCOVERY 법인차량 렌탈료"
"Discovery","L3","지급수수료","지급수수료","지급수수료_리스료(차량제외)","1040313","571180","469133","82","공용 복합기 렌탈료_Discovery로 비용 증가"
"Discovery","L3","VMD/ 매장보수대","VMD/ 매장보수대","지급수수료_매장보수대","21971960","40413500","-18441540","-46","전년 더현대 철수 및 임시매장 이동 11백 & 대전매장공사 8백 포함 "
"Discovery","L3","지급수수료","지급수수료_기타","지급수수료_물류용역비","8200832","669580","7531252","1125","DX 재고이관 택교체로 비용 급증"
"Discovery","L3","지급수수료","지급수수료_기타","지급수수료_물류운송비","1048887","3306870","-2257983","-68","사업부 DHL비용 감소"
"Discovery","L3","지급수수료","지급수수료","지급수수료_보안","1749500","1449500","300000","21","DX 명동점 신규 계약으로 비용 증가"
"Discovery","L3","지급수수료","지급수수료","지급수수료_기타","5619841","2450153","3169688","129","전년 디스커버리 중국/대만 수출용 택/라벨 재작업비용 11백 포함"
"Discovery","L3","지급수수료","지급수수료","지급수수료_인사채용","13000000","0","13000000","0","인사채용 수수료 신규 발생(조윤주)"
"Discovery","L3","지급수수료","지급수수료","지급수수료_기타","43320697","46722428","-3401731","-7","전년 디스커버리 중국/대만 수출용 택/라벨 재작업비용 11백 포함"
"Discovery","L3","지급수수료","지급수수료","지급수수료_퀵서비스","2409000","3812000","-1403000","-37","DISCOVERY 퀵서비스 사용료 감소로 비용 절감"
"Discovery","L3","지급수수료","지급수수료","지급수수료_기타","800000","0","800000","0","전년 디스커버리 중국/대만 수출용 택/라벨 재작업비용 11백 포함"
"Discovery","L3","자가임차료(사옥)","자가임차료(사옥)","자가임차료","196244000","116873000","79371000","68","신사옥이전으로 인한 자가임차료 증가"
"Discovery","L3","기타영업비","기타비용","지급임차료_기타","951000","951000","0","0","Dx마리오구로 창고임대료 정산 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","차량유지비","94250","104800","-10550","-10","법인차량 정비 및 세차 신규 발생"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","차량유지비","9334000","8961000","373000","4","명동점 미팅 증가로 주차비 증가"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","차량유지비","330000","0","330000","0","명동점 미팅 증가로 주차비 증가"
"Discovery","L3","기타영업비","기타비용","통신비_비즈크로샷","8575821","5259915","3315906","63","데이터라이즈 운영비용 증가로 비용 상승"
"Discovery","L3","기타영업비","기타비용","통신비_기타","48348","48581","-233","0","변동 없음: DX_VMD 웹하드 운영비 동일"
"Discovery","L3","기타영업비","기타비용","통신비_우편료","21836","45139","-23303","-52","마들렌 메모리 캠페인 발송비용 증가"
"Discovery","L3","기타영업비","기타비용","통신비_기타","35000","35000","0","0","변동 없음: DX 팩토리이천 통신비 동일"
"Discovery","L3","기타영업비","기타비용","통신비_전화사용료","249960","143096","106864","75","명동점 신규 개점으로 통신비 증가"
"Discovery","L3","기타영업비","기타비용","통신비_해외로밍","253517","39000","214517","550","전년 대비 변동"
"Discovery","L3","기타영업비","복리비/차량/핸드폰","통신비_휴대폰지원","4593990","3800630","793360","21","인원증가로 인한 휴대폰 지원 증가"
"Discovery","L3","인건비","인건비","퇴직급여","96783002","82691640","14091362","17","인원증가로 인한 관리 퇴직급여 증가 (12.5%)"
